	GeneID	Symbol	Aliases	description	other_designations	Pathway	OMIM	swissprot_id	protein_length
1380	57142	RTN4	ASY, NI220/250, NOGO, NSP, NSP-CL, Nbla00271, Nbla10545, RTN-X-A, RTN4-B1, RTN4-B2, RTN4-C, RTN4	reticulon 4	reticulon-4|Human NogoA|My043 protein|foocen|neurite growth inhibitor 220|neurite outgrowth inhibitor|neuroendocrine-specific protein C homolog|reticulon 5	RNAP	604475	Q9NQC3	1192.0
1381	57154	SMURF1		SMAD specific E3 ubiquitin protein ligase 1	E3 ubiquitin-protein ligase SMURF1|E3 ubiquitin ligase SMURF1|HECT-type E3 ubiquitin transferase SMURF1|Smad ubiquitination regulatory factor 1|Smad-specific E3 ubiquitin ligase 1|hSMURF1	RNAP	605568	Q9HCE7	757.0
1382	57162	PELI1		pellino E3 ubiquitin protein ligase 1	E3 ubiquitin-protein ligase pellino homolog 1|RING-type E3 ubiquitin transferase pellino homolog 1|pellino homolog 1|pellino-1|pellino-related intracellular-signaling molecule|protein pellino homolog 1	RNAP	614797	Q96FA3	418.0
1383	57165	GJC2	CX46.6, Cx47, GJA12, HLD2, LMPH1C, LMPHM3, PMLDAR, SPG44	gap junction protein gamma 2	gap junction gamma-2 protein|connexin-46.6|connexin-47|gap junction alpha-12 protein|gap junction protein, gamma 2, 47kDa	RNAP	608803	Q5T442	439.0
1384	57178	ZMIZ1	MIZ, NEDDFSA, RAI17, TRAFIP10, ZIMP10	zinc finger MIZ-type containing 1	zinc finger MIZ domain-containing protein 1|retinoic acid induced 17|zinc finger-containing, Miz1, PIAS-like protein on chromosome 10	RNAP	607159	Q9ULJ6	1067.0
1385	57181	SLC39A10	LZT-Hs2, ZIP10	solute carrier family 39 member 10	zinc transporter ZIP10|ZIP-10|ZRT/IRT-like protein 10|solute carrier family 39 (metal ion transporter), member 10|solute carrier family 39 (zinc transporter), member 10|zinc transporter 10|zrt- and Irt-like protein 10	RNAP	608733	Q9ULF5	831.0
1386	57343	ZNF304		zinc finger protein 304	zinc finger protein 304|KRAB-containing zinc finger protein	RNAP	613840	Q9HCX3	659.0
1387	57463	AMIGO1	ALI2, AMIGO, AMIGO-1	adhesion molecule with Ig like domain 1	amphoterin-induced protein 1|alivin-2|amphoterin-induced gene and ORF	RNAP	615689	Q86WK6	493.0
1388	57465	TBC1D24	DEE16, DFNA65, DFNB86, DOORS, EIEE16, EIM, EPRPDC, FIME, TLDC6	TBC1 domain family member 24	TBC1 domain family member 24|Infantile myoclonic epilepsy|TBC/LysM-associated domain containing 6|deafness, autosomal dominant 65|skywalker homolog	RNAP	613577	Q9ULP9	559.0
1389	57492	ARID1B	6A3-5, BAF250B, BRIGHT, CSS1, DAN15, ELD/OSA1, MRD12, OSA2, P250R, SMARCF2	AT-rich interaction domain 1B	AT-rich interactive domain-containing protein 1B|ARID domain-containing protein 1B|AT rich interactive domain 1B (SWI1-like)|BRG1-associated factor 250b|BRG1-binding protein ELD/OSA1|ELD (eyelid)/OSA protein	RNAP	614556	Q8NFD5	2319.0
1390	57493	HEG1	HEG, MST112, MSTP112	heart development protein with EGF like domains 1	protein HEG homolog 1|heart of glass	RNAP	614182	Q9ULI3	1381.0
1391	57496	MRTFB	MKL2, MRTF-B, NPD001	myocardin related transcription factor B	myocardin-related transcription factor B|CTA-276F8.1|MKL and myocardin family member 2|MKL/myocardin like 2|MKL/myocardin-like protein 2|MKL1/myocardin like 2|megakaryoblastic leukemia 2	RNAP	609463	Q9ULH7	1088.0
1392	57506	MAVS	CARDIF, IPS-1, IPS1, VISA	mitochondrial antiviral signaling protein	mitochondrial antiviral-signaling protein|CARD adapter inducing interferon beta|CARD adaptor inducing IFN-beta|IFN-B promoter stimulator 1|interferon beta promoter stimulator protein 1|putative NF-kappa-B-activating protein 031N|virus-induced signaling adaptor|virus-induced-signaling adapter	RNAP	609676	Q7Z434	540.0
1393	57521	RPTOR	KOG1, Mip1	regulatory associated protein of MTOR complex 1	regulatory-associated protein of mTOR|p150 target of rapamycin (TOR)-scaffold protein containing WD-repeats|raptor	RNAP	607130	Q8N122	1335.0
1394	57555	NLGN2		neuroligin 2	neuroligin-2	RNAP	606479	Q8NFZ4	835.0
1395	57608	JCAD	KIAA1462	junctional cadherin 5 associated	junctional cadherin 5-associated protein|junctional protein associated with coronary artery disease	RNAP	614398	Q9P266	1359.0
1396	57611	ISLR2	LINX	immunoglobulin superfamily containing leucine rich repeat 2	immunoglobulin superfamily containing leucine-rich repeat protein 2|leucine-rich repeat domain and immunoglobulin domain-containing axon extension protein	RNAP	614179	Q6UXK2	745.0
1397	57633	LRRN1	FIGLER3, NLRR-1, NLRR1	leucine rich repeat neuronal 1	leucine-rich repeat neuronal protein 1|fibronectin type III, immunoglobulin and leucine rich repeat domains 3|neuronal leucine-rich repeat protein 1	RNAP	619623	Q6UXK5	716.0
1398	57647	DHX37	DDX37, Dhr1, NEDBAVC, SRXY11	DEAH-box helicase 37	probable ATP-dependent RNA helicase DHX37|DEAD/DEAH box helicase DDX37|DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 37|DEAH (Asp-Glu-Ala-His) box polypeptide 37|DEAH box protein 37	RNAP	617362	Q8IY37	1157.0
1399	57654	UVSSA	KIAA1530, UVSS3	UV stimulated scaffold protein A	TCR	NER		Q2YD98	709.0
1400	57678	GPAM	GPAT, GPAT1	glycerol-3-phosphate acyltransferase, mitochondrial	glycerol-3-phosphate acyltransferase 1, mitochondrial|GPAT-1	RNAP	602395	Q9HCL2	828.0
1401	57698	SHTN1	KIAA1598, shootin-1	shootin 1	shootin-1|shootin1	RNAP	611171	A0MZ66	631.0
1402	57731	SPTBN4	CMND, NEDHND, QV, SPNB4, SPTBN3	spectrin beta, non-erythrocytic 4	spectrin beta chain, non-erythrocytic 4|beta-IV spectrin|spectrin beta chain, brain 3|spectrin, non-erythroid beta chain 3	RNAP	606214	Q9H254	2564.0
1403	57817	HAMP	HEPC, HFE2B, LEAP1, PLTR	hepcidin antimicrobial peptide	hepcidin|hepcidin preproprotein|liver-expressed antimicrobial peptide 1|putative liver tumor regressor	RNAP	606464	P81172	84.0
1404	57824	HMHB1	HB-1, HB-1Y, HLA-HB1	histocompatibility minor HB-1	minor histocompatibility protein HB-1|minor histocompatibility antigen HB-1	RNAP	609961	O97980	41.0
1405	57829	ZP4	ZBP, ZP1, ZP1B, ZPB, ZPB2, Zp-4	zona pellucida glycoprotein 4	zona pellucida sperm-binding protein 4|zona pellucida protein B	RNAP	613514	Q12836	540.0
1406	58484	NLRC4	AIFEC, CARD12, CLAN, CLAN1, CLANA, CLANB, CLANC, CLAND, CLR2.1, FCAS4, IPAF	NLR family CARD domain containing 4	NLR family CARD domain-containing protein 4|CARD, LRR, and NACHT-containing protein|CED-4-like protein Clan|ICE-protease activating factor|NOD-like receptor C4|caspase recruitment domain family, member 12|caspase recruitment domain-containing protein 12|nucleotide-binding oligomerization domain, leucine rich repeat and CARD domain containing 4	RNAP	606831	Q9NPP4	1024.0
1407	58495	OVOL2	CHED, CHED1, CHED2, EUROIMAGE566589, PPCD1, ZNF339	ovo like zinc finger 2	transcription factor Ovo-like 2|corneal endothelial dystrophy 1 (autosomal dominant)|zinc finger protein 339	RNAP	616441	Q9BRP0	275.0
1408	58515	SELENOK	HSPC030, HSPC297, SELK	selenoprotein K	selenoprotein K	RNAP	607916	Q9Y6D0	94.0
1409	58516	SINHCAF	C12orf14, FAM60A, L4, TERA	SIN3-HDAC complex associated factor	SIN3-HDAC complex-associated factor|family with sequence similarity 60 member A|protein FAM60A|tera protein homolog	RNAP	615027	Q9NP50	221.0
1410	59067	IL21	CVID11, IL-21, Za11	interleukin 21	interleukin-21	RNAP	605384	Q9HBE4	162.0
1411	59272	ACE2	ACEH	angiotensin converting enzyme 2	angiotensin-converting enzyme 2|ACE-related carboxypeptidase|angiotensin I converting enzyme (peptidyl-dipeptidase A) 2|angiotensin I converting enzyme 2|angiotensin-converting enzyme homolog|angiotensin-converting enzyme-related carboxypeptidase|metalloprotease MPROT15|peptidyl-dipeptidase A	RNAP	300335	Q9BYF1	805.0
1412	59341	TRPV4	BCYM3, CMT2C, HMSN2C, OTRPC4, SMAL, SPSMA, SSQTL1, TRP12, VRL2, VROAC	transient receptor potential cation channel subfamily V member 4	transient receptor potential cation channel subfamily V member 4|OSM9-like transient receptor potential channel 4|osm-9-like TRP channel 4|osmosensitive transient receptor potential channel 4|transient receptor potential protein 12|vanilloid receptor-like channel 2|vanilloid receptor-related osmotically activated channel	RNAP	605427	Q9HBA0	871.0
1413	60484	HAPLN2	BRAL1	hyaluronan and proteoglycan link protein 2	hyaluronan and proteoglycan link protein 2|brain link protein-1	RNAP	619726	Q9GZV7	340.0
1414	60675	PROK2	BV8, HH4, KAL4, MIT1, PK2	prokineticin 2	prokineticin-2|protein Bv8 homolog	RNAP	607002	Q9HC23	129.0
1415	63827	BCAN	BEHAB, CSPG7	brevican	brevican core protein|brain-enriched hyaluronan-binding protein|chondroitin sulfate proteoglycan 7|chondroitin sulfate proteoglycan BEHAB	RNAP	600347	Q96GW7	911.0
1416	63923	TNN	TN-W, TNW	tenascin N	tenascin-N|TN-N|tenascin-W	RNAP	617472	Q9UQP3	1299.0
1417	63925	ZNF335	MCPH10, NIF-1, NIF1, NIF2	zinc finger protein 335	zinc finger protein 335|NRC-interacting factor 1|zinc-finger/leucine-zipper co-transducer NIF1	RNAP	610827	Q9H4Z2	1342.0
1418	63940	GPSM3	AGS4, C6orf9, G18, G18.1a, G18.1b, G18.2, NG1	G protein signaling modulator 3	G-protein-signaling modulator 3|G-protein signaling modulator 3 (AGS3-like, C. elegans)|G-protein signalling modulator 3 (AGS3-like, C. elegans)|activator of G-protein signaling 4	RNAP	618558	Q9Y4H4	160.0
1419	63950	DMRTA2		DMRT like family A2	doublesex- and mab-3-related transcription factor A2|doublesex- and mab-3-related transcription factor 5	RNAP	614804	Q96SC8	542.0
1420	63976	PRDM16	CMD1LL, KMT8F, LVNC8, MEL1, PFM13	PR/SET domain 16	histone-lysine N-methyltransferase PRDM16|MDS1/EVI1-like gene 1|PR domain 16|PR domain containing 16|PR domain zinc finger protein 16|transcription factor MEL1	RNAP	605557	Q9HAZ2	1276.0
1421	63978	PRDM14	PFM11	PR/SET domain 14	PR domain zinc finger protein 14|PR domain 14|PR domain-containing 14|PR domain-containing protein 14	RNAP	611781	Q9GZV8	571.0
1422	64084	CLSTN2	ALC-GAMMA, CDHR13, CS2, CSTN2, alcagamma	calsyntenin 2	calsyntenin-2|alcadein gamma|cadherin-related family member 13	RNAP	611323	Q9H4D0	955.0
1423	64094	SMOC2	DTDP1, MST117, MSTP117, MSTP140, SMAP2, bA270C4A.1, bA37D8.1, dJ421D16.1	SPARC related modular calcium binding 2	SPARC-related modular calcium-binding protein 2|SMAP-2|SMOC-2|secreted modular calcium-binding protein 2|smooth muscle associated protein 2|thyroglobulin type-1 repeat containing protein	RNAP	607223	Q9H3U7	446.0
1424	64109	CRLF2	CRL2Y, TSLPR, CRLF2	cytokine receptor like factor 2	cytokine receptor-like factor 2|IL-XR|TSLP receptor|cytokine receptor CRL2 precusor|thymic stromal lymphopoietin protein receptor|thymic stromal-derived lymphopoietin receptor	RNAP	300357,400023	Q9HC73	371.0
1425	64114	TMBIM1	LFG3, MST100, MSTP100, PP1201, RECS1	transmembrane BAX inhibitor motif containing 1	protein lifeguard 3|transmembrane BAX inhibitor motif-containing protein 1	RNAP	610364	Q969X1	311.0
1426	64115	VSIR	B7-H5, B7H5, C10orf54, DD1alpha, Dies1, GI24, PD-1H, PP2135, SISP1, VISTA	V-set immunoregulatory receptor	V-type immunoglobulin domain-containing suppressor of T-cell activation|Death Domain1alpha|PDCD1 homolog|V-domain Ig suppressor of T cell activation|V-set domain-containing immunoregulatory receptor|platelet receptor GI24|sisp-1|stress-induced secreted protein-1	RNAP	615608	Q9H7M9	311.0
1427	64127	NOD2	ACUG, BLAU, BLAUS, CARD15, CD, CLR16.3, IBD1, NLRC2B, PSORAS1, YAOS, NOD2	nucleotide binding oligomerization domain containing 2	nucleotide-binding oligomerization domain-containing protein 2|NLR family, CARD domain containing 2|NOD-like receptor C2|caspase recruitment domain family, member 15|caspase recruitment domain protein 15|caspase recruitment domain-containing protein 15|inflammatory bowel disease protein 1|nucleotide-binding oligomerization domain 2|nucleotide-binding oligomerization domain, leucine rich repeat and CARD domain containing 2	RNAP	605956	Q9HC29	1040.0
1428	64135	IFIH1	AGS7, Hlcd, IDDM19, IMD95, MDA-5, MDA5, RLR-2, SGMRT1	interferon induced with helicase C domain 1	interferon-induced helicase C domain-containing protein 1|CADM-140 autoantigen|DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide|RIG-I-like receptor 2|RNA helicase-DEAD box protein 116|clinically amyopathic dermatomyositis autoantigen 140 kDa|helicard|helicase with 2 CARD domains|melanoma differentiation-associated gene 5|melanoma differentiation-associated protein 5|murabutide down-regulated protein	RNAP	606951	Q9BYX4	1025.0
1429	64170	CARD9	CANDF2, IMD103, hCARD9	caspase recruitment domain family member 9	caspase recruitment domain-containing protein 9	RNAP	607212	Q9H257	536.0
1430	64218	SEMA4A	CORD10, RP35, SEMAB, SEMB	semaphorin 4A	semaphorin-4A|sema B|sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A|semaphorin-B	RNAP	607292	Q9H3S1	761.0
1431	64220	STRA6	MCOPCB8, MCOPS9, PP14296	signaling receptor and transporter of retinol STRA6	receptor for retinol uptake STRA6|RBP receptor|retinol binding protein 4 receptor|retinol-binding protein receptor STRA6|stimulated by retinoic acid 6 homolog|stimulated by retinoic acid gene 6 homolog|stimulated by retinoic acid gene 6 protein homolog	RNAP	610745	Q9BX79	667.0
1432	64332	NFKBIZ	I-kappa-B-zeta, IKBZ, INAP, IkappaB-zeta, MAIL, ikB-zeta, ikappaBzeta	NFKB inhibitor zeta	NF-kappa-B inhibitor zeta|IL-1 inducible nuclear ankyrin-repeat protein|molecule possessing ankyrin repeats induced by lipopolysaccharide|nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, zeta	RNAP	608004	Q9BYH8	718.0
1433	64410	KLHL25	ENC-2, ENC2	kelch like family member 25	kelch-like protein 25|BTB/POZ KELCH domain protein|ectoderm-neural cortex protein 2|ectodermal-neural cortex 2|kelch-like 25	RNAP	619893	Q9H0H3	589.0
1434	64426	SUDS3	SAP45, SDS3	SDS3 homolog, SIN3A corepressor complex component	sin3 histone deacetylase corepressor complex component SDS3|45 kDa Sin3-associated polypeptide|sin3A-associated protein, 45kDa|suppressor of defective silencing 3 protein homolog	RNAP	608250	Q9H7L9	328.0
1435	64581	CLEC7A	BGR, CANDF4, CD369, CLECSF12, DECTIN1, SCARE2	C-type lectin domain containing 7A	C-type lectin domain family 7 member A|C-type (calcium dependent, carbohydrate-recognition domain) lectin, superfamily member 12|C-type lectin superfamily member 12|DC-associated C-type lectin 1|beta-glucan receptor|dectin-1|dendritic cell-associated C-type lectin-1|lectin-like receptor 1	RNAP	606264	Q9BXN2	247.0
1436	64641	EBF2	COE2, EBF-2, O/E-3, OE-3	EBF transcription factor 2	transcription factor COE2|Collier, Olf and EBF 2|Collier, Olf and EBF transcription factor 2|OLF-1/EBF-LIKE 3|early B cell factor 2|metencephalon-mesencephalnon-olfactory transcription factor 1	RNAP	609934	Q9HAK2	575.0
1437	64750	SMURF2		SMAD specific E3 ubiquitin protein ligase 2	E3 ubiquitin-protein ligase SMURF2|E3 ubiquitin ligase SMURF2|HECT-type E3 ubiquitin transferase SMURF2|SMAD ubiquitination regulatory factor 2|hSMURF2	RNAP	605532	Q9HAU4	748.0
1438	64855	NIBAN2	C9orf88, FAM129B, MEG-3, MINERVA, OC58, bA356B19.6	niban apoptosis regulator 2	protein Niban 2|family with sequence similarity 129 member B|melanoma invasion by ERK|niban-like protein 1	RNAP	614045	Q96TA1	746.0
1439	64926	RASAL3		RAS protein activator like 3	RAS protein activator like-3	RNAP	616561	Q86YV0	1011.0
1440	65125	WNK1	HSAN2, HSN2, KDP, PPP1R167, PRKWNK1, PSK, p65	WNK lysine deficient protein kinase 1	serine/threonine-protein kinase WNK1|erythrocyte 65 kDa protein|prostate-derived sterile 20-like kinase|protein kinase with no lysine 1|protein phosphatase 1, regulatory subunit 167|serine/threonine-protein kinase WNK1 1|serine/threonine-protein kinase WNK1 2	RNAP	605232	Q9H4A3	2382.0
1441	65980	BRD9	LAVS3040, PRO9856, SMARCI2	bromodomain containing 9	bromodomain-containing protein 9|rhabdomyosarcoma antigen MU-RMS-40.8|sarcoma antigen NY-SAR-29	RNAP	618465	Q9H8M2	597.0
1442	65981	CAPRIN2	C1QDC1, EEG-1, EEG1, RNG140	caprin family member 2	caprin-2|C1q domain-containing protein 1|RNA granule protein 140|cytoplasmic activation/proliferation-associated protein 2|gastric cancer multidrug resistance-associated protein	RNAP	610375	Q6IMN6	1127.0
1443	79001	VKORC1	EDTP308, MST134, MST576, VKCFD2, VKOR	vitamin K epoxide reductase complex subunit 1	vitamin K epoxide reductase complex subunit 1|phylloquinone epoxide reductase|vitamin K dependent clotting factors deficiency 2|vitamin K1 2,3-epoxide reductase subunit 1|vitamin K1 epoxide reductase (warfarin-sensitive)	RNAP	608547	Q9BQB6	163.0
1444	79006	METRN	C16orf23, c380A1.2	meteorin, glial cell differentiation regulator	meteorin	RNAP	610998	Q9UJH8	293.0
1445	79031	PDCL3	HTPHLP, PHLP2A, PHLP3, VIAF, VIAF1	phosducin like 3	phosducin-like protein 3|IAP-associated factor VIAF1|VIAF-1|phPL3|viral IAP-associated factor 1	RNAP	611678	Q9H2J4	239.0
1446	79054	TRPM8	LTRPC6, LTrpC-6, TRPP8, trp-p8	transient receptor potential cation channel subfamily M member 8	transient receptor potential cation channel subfamily M member 8|TRPM8 cationic channel|transient receptor potential p8|transient receptor potential subfamily M member 8	RNAP	606678	Q7Z2W7	1104.0
1447	79071	ELOVL6	FACE, FAE, LCE, hELO2	ELOVL fatty acid elongase 6	elongation of very long chain fatty acids protein 6|3-keto acyl-CoA synthase ELOVL6|ELOVL FA elongase 6|ELOVL family member 6, elongation of long chain fatty acids (FEN1/Elo2, SUR4/Elo3-like, yeast)|fatty acid elongase 2|fatty acyl-CoA elongase|long-chain fatty-acyl elongase|very long chain 3-ketoacyl-CoA synthase 6|very long chain 3-oxoacyl-CoA synthase 6	RNAP	611546	Q9H5J4	265.0
1448	79132	DHX58	D11LGP2, D11lgp2e, LGP2, RLR-3	DExH-box helicase 58	ATP-dependent RNA helicase DHX58|ATP-dependent helicase LGP2|DEXH (Asp-Glu-X-His) box polypeptide 58|RIG-I-like receptor 3|RIG-I-like receptor LGP2|RLR|RNA helicase LGP2|ortholog of mouse D11lgp2|probable ATP-dependent RNA helicase DHX58|probable ATP-dependent helicase LGP2|protein D11Lgp2 homolog	RNAP	608588	Q96C10	678.0
1449	79155	TNIP2	ABIN2, FLIP1, KLIP	TNFAIP3 interacting protein 2	TNFAIP3-interacting protein 2|A20-binding inhibitor of NF-kappaB activation-2|fetal liver LKB1-interacting protein	RNAP	610669	Q8NFZ5	429.0
1450	79400	NOX5		NADPH oxidase 5	NADPH oxidase 5|NADPH oxidase, EF-hand calcium binding domain 5	RNAP	606572	Q96PH1	765.0
1451	79413	ZBED2		zinc finger BED-type containing 2	zinc finger BED domain-containing protein 2|zinc finger, BED domain containing 2	RNAP	615246	Q9BTP6	218.0
1452	79576	NKAP	MRXSHD	NFKB activating protein	NF-kappa-B-activating protein|NF-kappaB activating protein	RNAP	300766	Q8N5F7	415.0
1453	79595	SAP130		Sin3A associated protein 130	histone deacetylase complex subunit SAP130|130 kDa Sin3-associated polypeptide|Sin3-associated polypeptide p130|Sin3A associated protein 130kDa	RNAP	609697	Q9H0E3	1048.0
1454	79602	ADIPOR2	ACDCR2, PAQR2	adiponectin receptor 2	adiponectin receptor protein 2|progestin and adipoQ receptor family member 2|progestin and adipoQ receptor family member II	RNAP	607946	Q86V24	386.0
1455	79679	VTCN1	B7-H4, B7H4, B7S1, B7X, B7h.5, PRO1291, VCTN1	V-set domain containing T cell activation inhibitor 1	V-set domain-containing T-cell activation inhibitor 1|B7 family member, H4|B7 homolog 4|B7 superfamily member 1|T cell costimulatory molecule B7x|immune costimulatory protein B7-H4	RNAP	608162	Q7Z7D3	282.0
1456	79685	SAP30L	NS4ATP2	SAP30 like	histone deacetylase complex subunit SAP30L|HCV non-structural protein 4A-transactivated protein 2|Sin3A associated protein p30-like|sin3 corepressor complex subunit SAP30L|sin3-associated protein p30-like	RNAP	610398	Q9HAJ7	183.0
1457	79692	ZNF322	HCG12A, ZNF388, ZNF489, ZNF322	zinc finger protein 322	zinc finger protein 322|HLA complex group 12|zinc finger protein 322A|zinc finger protein 388|zinc finger protein 489	RNAP	610847	Q6U7Q0	402.0
1458	79792	GSDMD	DF5L, DFNA5L, FKSG10C1, GSDMD	gasdermin D	gasdermin-D|gasdermin domain containing 1|gasdermin domain-containing protein 1	RNAP	617042	P57764	484.0
1459	79805	VASH2		vasohibin 2	tubulinyl-Tyr carboxypeptidase 2|testicular tissue protein Li 222|vasohibin-like protein	RNAP	610471	Q86V25	355.0
1460	79812	MMRN2	EMILIN-3, EMILIN3, ENDOGLYX-1	multimerin 2	multimerin-2|EMILIN-like protein EndoGlyx-1|elastin microfibril interface located protein 3|elastin microfibril interfacer 3|endoGlyx-1 p125/p140 subunit	RNAP	608925	Q9H8L6	949.0
1461	79813	EHMT1	EHMT1-IT1, EUHMTASE1, Eu-HMTase1, FP13812, GLP, GLP1, KLEFS1, KMT1D	euchromatic histone lysine methyltransferase 1	histone-lysine N-methyltransferase EHMT1|EHMT1 intronic transcript 1|G9a-like protein 1|H3-K9-HMTase 5|euchromatic histone-lysine N-methyltransferase 1|histone H3-K9 methyltransferase 5|histone-lysine N-methyltransferase, H3 lysine-9 specific 5|lysine N-methyltransferase 1D	RNAP	607001	Q9H9B1	1298.0
1462	79816	TLE6	GRG6, OZEMA15, PREMBL	TLE family member 6, subcortical maternal complex member	transducin-like enhancer protein 6|transducin like enhancer of split 6|transducin-like enhancer of split 6 (E(sp1) homolog, Drosophila)	RNAP	612399	Q9H808	572.0
1463	79915	ATAD5	C17orf41, ELG1, FRAG1	ATPase family AAA domain containing 5	ATPase family AAA domain-containing protein 5|chromosome fragility associated gene 1|chromosome fragility-associated gene 1 protein|enhanced level of genomic instability 1 homolog	RNAP	609534	Q96QE3	1844.0
1464	79924	ADM2	AM2, dJ579N16.4	adrenomedullin 2	protein ADM2|intermedin	RNAP	608682	Q7Z4H4	148.0
1465	79953	SYNDIG1	C20orf39, DSPC2, IFITMD5, TMEM90B	synapse differentiation inducing 1	synapse differentiation-inducing gene protein 1|dispanin subfamily C member 2|interferon induced transmembrane protein domain containing 5|synapse differentiation induced gene 1|transmembrane protein 90B	RNAP	614311	Q9H7V2	258.0
1466	80139	ZNF703	NLZ1, ZEPPO1, ZNF503L, ZPO1	zinc finger protein 703	zinc finger protein 703|zinc finger elbow-related proline domain protein 1	RNAP	617045	Q9H7S9	590.0
1467	80149	ZC3H12A	MCPIP, MCPIP-1, MCPIP1, Reg1, dJ423B22.1	zinc finger CCCH-type containing 12A	endoribonuclease ZC3H12A|MCP-1 treatment-induced protein|MCP-induced protein 1|bifunctional endoribonuclease and deubiquitinase ZC3H12A|monocyte chemotactic protein-induced protein 1|regnase-1|ribonuclease ZC3H12A|zinc finger CCCH domain-containing protein 12A	RNAP	610562	Q5D1E8	599.0
1468	80237	ELL3		elongation factor for RNA polymerase II 3	RNA polymerase II elongation factor ELL3|elongation factor RNA polymerase II-like 3	RNAP	609885	Q9HB65	397.0
1469	80312	TET1	CXXC6, LCX, bA119F7.1	tet methylcytosine dioxygenase 1	methylcytosine dioxygenase TET1|CXXC finger 6|CXXC zinc finger 6|CXXC-type zinc finger protein 6|leukemia-associated protein with a CXXC domain|ten-eleven translocation 1 gene protein|ten-eleven translocation-1|tet oncogene 1	RNAP	607790	Q8NFU7	2136.0
1470	80342	TRAF3IP3	T3JAM	TRAF3 interacting protein 3	TRAF3-interacting JNK-activating modulator|TRAF3 interacting Jun N terminal kinase (JNK) activating modulator	RNAP	608255	Q9Y228	551.0
1471	80380	PDCD1LG2	B7DC, Btdc, CD273, PD-L2, PDCD1L2, PDL2, bA574F11.2	programmed cell death 1 ligand 2	programmed cell death 1 ligand 2|B7 dendritic cell molecule|B7-DC|PD-1-ligand 2|PDCD1 ligand 2|butyrophilin B7-DC|programmed death ligand 2	RNAP	605723	Q9BQ51	273.0
1472	80381	CD276	4Ig-B7-H3, B7-H3, B7H3, B7RP-2	CD276 molecule	CD276 antigen|B7 homolog 3|costimulatory molecule	RNAP	605715	Q5ZPR3	534.0
1473	80763	SPX	C12orf391, SPX	spexin hormone	spexin|NPQ|neuropeptide Q	RNAP	619246	Q9BT56	116.0
1474	80823	GPRASP3	BHLHB9, GASP3, p60TRP	G protein-coupled receptor associated sorting protein family member 3	G protein-coupled receptor associated sorting protein 3|basic helix-loop-helix domain containing, class B, 9|basic helix-loop-helix family member b9|p60-like protein|p60-transcription-regulator-protein|protein BHLHB9|transcription regulator of 60 kDa	RNAP	300921	Q6PI77	547.0
1475	81488	POLR2M	GCOM1, GRINL1A, Gdown, Gdown1	RNA polymerase II subunit M	TCR	NER		Q6EEV4	148.0
1476	81501	DCSTAMP	FIND, TM7SF4, hDC-STAMP	dendrocyte expressed seven transmembrane protein	dendritic cell-specific transmembrane protein|DC-specific transmembrane protein|Dendritic cells (DC)-specific transmembrane protein|IL-4-induced protein|IL-Four (IL-4) induced|IL-Four INDuced|IL-four-induced protein|transmembrane 7 superfamily member 4	RNAP	605933	Q9H295	470.0
1477	81606	LBH		LBH regulator of WNT signaling pathway	protein LBH|hLBH|limb bud and heart development homolog|limb bud and heart development protein homolog	RNAP	611763	Q53QV2	105.0
1478	81622	UNC93B1	IIAE1, UNC93, UNC93B, Unc-93B1	unc-93 homolog B1, TLR signaling regulator	protein unc-93 homolog B1|unc-93 related protein|unc93 homolog B1	RNAP	608204	Q9H1C4	597.0
1479	81704	DOCK8	HEL-205, MRD2, ZIR8	dedicator of cytokinesis 8	dedicator of cytokinesis protein 8|1200017A24Rik|epididymis luminal protein 205	RNAP	611432	Q8NF50	2099.0
1480	81844	TRIM56	RNF109	tripartite motif containing 56	E3 ubiquitin-protein ligase TRIM56|RING finger protein 109|RING-type E3 ubiquitin transferase TRIM56|tripartite motif-containing protein 56	RNAP	616996	Q9BRZ2	755.0
1481	83401	ELOVL3	CIG-30, CIG30	ELOVL fatty acid elongase 3	elongation of very long chain fatty acids protein 3|3-keto acyl-CoA synthase ELOVL3|ELOVL FA elongase 3|cold-inducible glycoprotein of 30 kDa|elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 3|very long chain 3-ketoacyl-CoA synthase 3|very long chain 3-oxoacyl-CoA synthase 3	RNAP	611815	Q9HB03	270.0
1482	83737	ITCH	ADMFD, AIF4, AIP4, NAPP1	itchy E3 ubiquitin protein ligase	E3 ubiquitin-protein ligase Itchy homolog|HECT-type E3 ubiquitin transferase Itchy homolog|NFE2-associated polypeptide 1|atrophin-1 interacting protein 4|itchy E3 ubiquitin protein ligase homolog	RNAP	606409	Q96J02	903.0
1483	83786	FRMD8	FKSG44, iTAP	FERM domain containing 8	FERM domain-containing protein 8|band4.1 inhibitor LRP interactor|bili|iRhom Tail-Associated Protein	RNAP	618337	Q9BZ67	464.0
1484	84034	EMILIN2	EMILIN-2, FOAP-10	elastin microfibril interfacer 2	EMILIN-2|elastin microfibril interface-located protein 2|extracellular glycoprotein EMILIN-2	RNAP	608928	Q9BXX0	1053.0
