	GeneID	Symbol	Aliases	description	other_designations	Pathway	OMIM	swissprot_id	protein_length
298	64421	DCLRE1C	A-SCID, DCLREC1C, RS-SCID, SCIDA, SNM1C	DNA cross-link repair 1C	protein artemis|DNA cross-link repair 1C (PSO2 homolog, S. cerevisiae)|SNM1 homolog C|SNM1-like protein|severe combined immunodeficiency, type a (Athabascan)	DSB, CLR	605988.0	Q96SD1	692.0
299	64710	NUCKS1	JC7, NUCKS	nuclear casein kinase and cyclin dependent kinase substrate 1	nuclear ubiquitous casein and cyclin-dependent kinase substrate 1|P1|nuclear ubiquitous casein kinase and cyclin-dependent kinase substrate|potential LAG1 interactor	DSB, CLR	611912.0	Q9H1E3	243.0
300	64769	MEAF6	C1orf149, CENP-28, EAF6, NY-SAR-91	MYST/Esa1 associated factor 6	chromatin modification-related protein MEAF6|Esa1p-associated factor 6 homolog|centromere protein 28|protein EAF6 homolog|sarcoma antigen NY-SAR-91	DSB	611001.0	Q9HAF1	191.0
301	64789	EXO5	C1orf176, DEM1, Exo V, hExo5	exonuclease 5	exonuclease V|defects in morphology 1 homolog|defects in morphology protein 1 homolog|probable exonuclease V	CLR	618601.0	Q9H790	373.0
302	64858	DCLRE1B	APOLLO, DKCB8, SNM1B, SNMIB	DNA cross-link repair 1B	5' exonuclease Apollo|DNA cross-link repair 1B (PSO2 homolog, S. cerevisiae)|PSO2 homolog|SNM1 homolog B|beta-lactamase DCLRE1B	DSB, CLR	609683.0	Q9H816	532.0
303	64859	NABP1	NABP1-OT1, OBFC2A, SOSS-B2, SSB2	nucleic acid binding protein 1	SOSS complex subunit B2|NABP1 3'UTR overlapping transcript 1|lncRNA AK130181|oligonucleotide/oligosaccharide-binding fold containing 2A|oligonucleotide/oligosaccharide-binding fold-containing protein 2A|sensor of single-strand DNA complex subunit B2|sensor of ssDNA subunit B2|single-stranded DNA-binding protein 2	DSB	612103.0	Q96AH0	204.0
304	65123	INTS3	C1orf193, C1orf60, INT3, SOSS-A, SOSSA	integrator complex subunit 3	integrator complex subunit 3|SOSS complex subunit A|sensor of single-strand DNA complex subunit A|sensor of ssDNA subunit A	DSB	611347.0	Q68E01	1043.0
305	78990	OTUB2	C14orf137, OTB2, OTU2	OTU deubiquitinase, ubiquitin aldehyde binding 2	ubiquitin thioesterase OTUB2|OTU domain, ubiquitin aldehyde binding 2|OTU domain-containing ubiquitin aldehyde-binding protein 2|deubiquitinating enzyme OTUB2|otubain-2|ubiquitin-specific protease otubain 2|ubiquitin-specific-processing protease OTUB2	DSB	608338.0	Q96DC9	234.0
306	78995	HROB	C17orf53, MCM8IP	homologous recombination factor with OB-fold	homologous recombination OB-fold protein|MCM8-9-Interacting Protein)|homologous recombincation factor with OB-fold|uncharacterized protein C17orf53	CLR	618611.0	Q8N3J3	647.0
307	78996	CYREN	C7orf49, MRI, MRI-2	cell cycle regulator of NHEJ	cell cycle regulator of non-homologous end joining|modulator of retrovirus infection homolog	DSB	616980.0	Q9BWK5	157.0
308	79000	AUNIP	AIBP, C1orf135	aurora kinase A and ninein interacting protein	aurora kinase A and ninein-interacting protein|aurora A-binding protein	DSB	620397.0	Q9H7T9	357.0
309	79008	SLX1B	GIYD2	SLX1 homolog B, structure-specific endonuclease subunit	structure-specific endonuclease subunit SLX1|GIY-YIG domain-containing protein 1|SLX1 structure-specific endonuclease subunit homolog B	DSB	615823.0	Q9BQ83	275.0
310	79035	NABP2	OBFC2B, SOSS-B1, SSB1, hSSB1	nucleic acid binding protein 2	SOSS complex subunit B1|LP3587|oligonucleotide/oligosaccharide-binding fold containing 2B|oligonucleotide/oligosaccharide-binding fold-containing protein 2B|sensor of single-strand DNA complex subunit B1|sensor of ssDNA subunit B1|single strand DNA-binding protein 1|single-stranded DNA-binding protein 1	DSB	612104.0	Q9BQ15	211.0
311	79173	BRME1	C19orf57, MEIOK21	break repair meiotic recombinase recruitment factor 1	break repair meiotic recombinase recruitment factor 1|BRCA2 and MEILB2-associating protein 1|meiosis-specific 4930432K21RIK|pre-T/NK cell associated protein (3B3)|uncharacterized protein C19orf57	DSB	619276.0	Q0VDD7	668.0
312	79184	BRCC3	BRCC36, C6.1A, CXorf53	BRCA1/BRCA2-containing complex subunit 3	lys-63-specific deubiquitinase BRCC36|BRCA1-A complex subunit BRCC36|BRCA1/BRCA2-containing complex subunit 36|BRISC complex subunit BRCC36	DSB	300617.0	P46736	316.0
313	79621	RNASEH2B	AGS2, DLEU8	ribonuclease H2 subunit B	ribonuclease H2 subunit B|Aicardi-Goutieres syndrome 2 protein|RNase H2 subunit B|deleted in lymphocytic leukemia 8|ribonuclease HI subunit B	MMR	610326.0	Q5TBB1	312.0
314	79661	NEIL1	FPG1, NEI1, hFPG1	nei like DNA glycosylase 1	endonuclease 8-like 1|DNA endonuclease eight-like glycosylase 1|DNA glycosylase/AP lyase Neil1|DNA-(apurinic or apyrimidinic site) lyase Neil1|NEH1|endonuclease VIII|endonuclease VIII-like 1|nei endonuclease VIII-like 1|nei homolog 1|nei-like protein 1	BER	608844.0	Q96FI4	390.0
315	79677	SMC6	SMC-6L1, hSMC6, SMC6	structural maintenance of chromosomes 6	structural maintenance of chromosomes protein 6|SMC protein 6|SMC6 structural maintenance of chromosomes 6-like 1	DSB	609387.0	Q96SB8	1091.0
316	79728	PALB2	FANCN, PNCA3	partner and localizer of BRCA2	partner and localizer of BRCA2|mutant partner and localizer of BRCA2	DSB	610355.0	Q86YC2	1186.0
317	79840	NHEJ1	XLF	non-homologous end joining factor 1	non-homologous end-joining factor 1|XRCC4-like factor|nonhomologous end-joining factor 1|protein cernunnos	DSB	611290.0	Q9H9Q4	299.0
318	79913	ACTR5	Arp5, INO80M	actin related protein 5	actin-related protein 5|ARP5 actin related protein 5 homolog|INO80 complex subunit M|hARP5|sarcoma antigen NY-SAR-16	DSB	619730.0	Q9H9F9	607.0
319	80010	RMI1	BLAP75, C9orf76, FAAP75	RecQ mediated genome instability 1	recQ-mediated genome instability protein 1|BLM-associated polypeptide, 75 kDa|BLM-associated protein 75 kDa|RMI1, RecQ mediated genome instability 1, homolog|homolog of yeast RecQ-mediated genome instability 1 (RMI1)	DSB	610404.0	Q9H9A7	625.0
320	80198	MUS81	SLX3	MUS81 structure-specific endonuclease subunit	crossover junction endonuclease MUS81|MUS81 endonuclease homolog|SLX3 structure-specific endonuclease subunit homolog	DSB	606591.0	Q96NY9	551.0
321	80233	FAAP100	C17orf70	FA core complex associated protein 100	Fanconi anemia core complex-associated protein 100|Fanconi anemia associated protein 100 kDa subunit|Fanconi anemia core complex 100 kDa subunit|Fanconi anemia core complex associated protein 100|Fanconi anemia-associated protein, 100kDa|fanconi anemia-associated protein of 100 kDa	CLR	611301.0	Q0VG06	881.0
322	80311	KLHL15	HEL-S-305, XLID103	kelch like family member 15	kelch-like protein 15|epididymis secretory protein Li 305|epididymis secretory sperm binding protein|kelch-like 15	DSB	300980.0	Q96M94	604.0
323	80314	EPC1	Epl1	enhancer of polycomb homolog 1	enhancer of polycomb homolog 1	DSB	610999.0	Q9H2F5	836.0
324	81488	POLR2M	GCOM1, GRINL1A, Gdown, Gdown1	RNA polymerase II subunit M	TCR	NER		P0CAP2	368.0
325	83666	PARP9	ARTD9, BAL, BAL1, MGC:7868	poly(ADP-ribose) polymerase family member 9	protein mono-ADP-ribosyltransferase PARP9|ADP-ribosyltransferase diphtheria toxin-like 9|PARP-9|b aggressive lymphoma protein|poly (ADP-ribose) polymerase 9|poly [ADP-ribose] polymerase 9	DSB	612065.0	Q8IXQ6	854.0
326	83933	HDAC10	HD10	histone deacetylase 10	polyamine deacetylase HDAC10	MMR	608544.0	Q969S8	669.0
327	83990	BRIP1	BACH1, FANCJ, OF	BRCA1 interacting helicase 1	Fanconi anemia group J protein|ATP-dependent RNA helicase BRIP1|BRCA1 interacting protein C-terminal helicase 1|BRCA1-associated C-terminal helicase 1|BRCA1-binding helicase-like protein BACH1|BRCA1/BRCA2-associated helicase 1|FANCJ helicase	DSB	605882.0	Q9BX63	1249.0
328	84126	ATRIP		ATR interacting protein	ATR-interacting protein|ATM and Rad3-related-interacting protein	DSB	606605.0	Q8WXE1	791.0
329	84142	ABRAXAS1	ABRA1, CCDC98, FAM175A	abraxas 1, BRCA1 A complex subunit	BRCA1-A complex subunit Abraxas 1|abraxas protein|coiled-coil domain containing 98|family with sequence similarity 175 member A	DSB	611143.0	Q6UWZ7	409.0
330	84153	RNASEH2C	AGS3, AYP1	ribonuclease H2 subunit C	ribonuclease H2 subunit C|RNase H1 small subunit|RNase H2 subunit C|aicardi-Goutieres syndrome 3 protein|ribonuclease HI subunit C	MMR	610330.0	Q8TDP1	164.0
331	84250	SLF1	ANKRD32, BRCTD1, BRCTx	SMC5-SMC6 complex localization factor 1	SMC5-SMC6 complex localization factor protein 1|BRCT domain containing 1|BRCT domain-containing protein 1|ankyrin repeat domain 32|ankyrin repeat domain-containing protein 32|smc5/6 localization factor 1	DSB	618467.0	Q9BQI6	1058.0
332	84296	GINS4	SLD5	GINS complex subunit 4	DNA replication complex GINS protein SLD5|SLD5 homolog	DSB	610611.0	Q9BRT9	223.0
333	84309	NUDT16L1	SDOS, TIRR	nudix hydrolase 16 like 1	tudor-interacting repair regulator protein|NUDT16-like protein 1|nudix (nucleoside diphosphate linked moiety X)-type motif 16-like 1|protein syndesmos|syndesmos	DSB	617338.0	Q9BRJ7	211.0
334	84464	SLX4	BTBD12, FANCP, MUS312	SLX4 structure-specific endonuclease subunit	structure-specific endonuclease subunit SLX4|BTB/POZ domain-containing protein 12	DSB	613278.0	Q8IY92	1834.0
335	84501	SPIRE2	Spir-2	spire type actin nucleation factor 2	protein spire homolog 2|spire actin nucleation factor 2|spire family actin nucleation factor 2|spire homolog 2	DSB	609217.0	Q8WWL2	714.0
336	84515	MCM8	C20orf154, POF10, dJ967N21.5	minichromosome maintenance 8 homologous recombination repair factor	DNA helicase MCM8|DNA replication licensing factor MCM8|MCM8 minichromosome maintenance deficient 8|REC homolog|minichromosome maintenance complex component 8	DSB, MMR, CLR	608187.0	Q9UJA3	840.0
337	84717	HDGFL2	HDGF-2, HDGF2, HDGFRP2, HRP-2, HRP2	HDGF like 2	hepatoma-derived growth factor-related protein 2|HDGF-related protein 2	DSB	617884.0	Q7Z4V5	671.0
338	84787	KMT5C	SUV420H2, Suv4-20h2	lysine methyltransferase 5C	histone-lysine N-methyltransferase KMT5C|[histone H4]-N-methyl-L-lysine20 N-methyltransferase KMT5B|[histone H4]-lysine20 N-methyltransferase KMT5B|histone-lysine N-methyltransferase SUV420H2|lysine (K)-specific methyltransferase 5C|lysine N-methyltransferase 5C|lysine-specific methyltransferase 5C|su(var)4-20 homolog 2|suppressor of variegation 4-20 homolog 2	DSB	613198.0	Q86Y97	462.0
339	84893	FBH1	FBXO18, Fbx18, hFBH1	F-box DNA helicase 1	F-box DNA helicase 1|DNA 3'-5' helicase 1|F-box only protein, helicase, 18|F-box protein, helicase, 18	DSB	607222.0	Q8NFZ0	1043.0
340	84954	MPND		MPN domain containing	MPN domain-containing protein	DSB		Q8N594	471.0
341	85456	TNKS1BP1	TAB182	tankyrase 1 binding protein 1	182 kDa tankyrase-1-binding protein|tankyrase 1 binding protein 1, 182kDa|tankyrase 1-binding protein of 182 kDa|testis secretory sperm-binding protein Li 206a	DSB	607104.0	Q9C0C2	1729.0
342	91419	ATP23	KUB3, XRCC6BP1	ATP23 metallopeptidase and ATP synthase assembly factor homolog	mitochondrial inner membrane protease ATP23 homolog|Ku70-binding protein 3|XRCC6-binding protein 1	DSB	619760.0	Q9Y6H3	246.0
343	91442	FAAP24	C19orf40	FA core complex associated protein 24	Fanconi anemia core complex-associated protein 24|Fanconi anemia core complex associated protein 24|Fanconi anemia-associated protein of 24 kDa	CLR	610884.0	Q9BTP7	215.0
344	92797	HELB	DHB, hDHB	DNA helicase B	DNA helicase B|helicase (DNA) B	DSB	614539.0	Q8NG08	1087.0
345	93973	ACTR8	ARP8, INO80N, hArp8	actin related protein 8	actin-related protein 8|ARP8 actin related protein 8 homolog|INO80 complex subunit N	DSB	619716.0	Q9H981	624.0
346	113130	CDCA5	SORORIN	cell division cycle associated 5	sororin|cell division cycle-associated protein 5|p35	DSB	609374.0	Q96FF9	252.0
347	113510	HELQ	HEL308	helicase, POLQ like	helicase POLQ-like|DNA helicase HEL308|POLQ-like helicase|mus308-like helicase	DSB	606769.0	Q8TDG4	1101.0
348	115004	CGAS	C6orf150, D4, MB21D1, h-cGAS	cyclic GMP-AMP synthase	cyclic GMP-AMP synthase|2'3'-cGAMP synthase|DANGER family member 4|Mab-21 domain containing 1|cGAMP synthase|mab-21 domain-containing protein 1|protein MB21D1	DSB	613973.0	Q8N884	522.0
349	116028	RMI2	BLAP18, C16orf75	RecQ mediated genome instability 2	recQ-mediated genome instability protein 2|BLM-associated protein of 18 kDa|RMI2, RecQ mediated genome instability 2, homolog	DSB	612426.0	Q96E14	147.0
350	119392	SFR1	C10orf78, MEI5, MEIR5, bA373N18.1	SWI5 dependent homologous recombination repair protein 1	swi5-dependent recombination DNA repair protein 1 homolog|MEI5 recombination repair protein homolog|SWI5-dependent recombination repair 1|SWI5-dependent recombination repair protein 1|meiosis protein 5 homolog	DSB	616527.0	Q86XK3	245.0
351	125150	ZSWIM7	ODG10, SPGF71, SWS1	zinc finger SWIM-type containing 7	zinc finger SWIM domain-containing protein 7|SWIM domain-containing and Srs2-interacting protein 1 homolog|SWIM-type zinc finger domain-containing protein 7	DSB	614535.0	Q19AV6	140.0
352	126074	SWSAP1	C19orf39, SWS1AP1, ZSWIM7AP1	SWIM-type zinc finger 7 associated protein 1	ATPase SWSAP1|SWS1-associated protein 1|ZSWIM7-associated protein 1|zinc finger, SWIM-type containing 7 associated protein 1	DSB	614536.0	Q6NVH7	229.0
353	126549	ANKLE1	ANKRD41, LEM3, LEMD6	ankyrin repeat and LEM domain containing 1	ankyrin repeat and LEM domain-containing protein 1|LEM domain containing 6|LEM-domain containing 3|ankyrin repeat domain-containing protein 41	DSB	619348.0	Q8NAG6	615.0
354	135458	HUS1B		HUS1 checkpoint clamp component B	checkpoint protein HUS1B|HUS1 checkpoint homolog b|hHUS1B	DSB	609713.0	Q8NHY5	278.0
355	145645	TERB2	C15orf43, SPGF59	telomere repeat binding bouquet formation protein 2	telomere repeats-binding bouquet formation protein 2	DSB	617131.0	Q8NHR7	220.0
356	146956	EME1	MMS4L, SLX2A	essential meiotic structure-specific endonuclease 1	crossover junction endonuclease EME1|MMS4 homolog|SLX2 structure-specific endonuclease subunit homolog A|essential meiotic endonuclease 1 homolog 1|essential meiotic endonuclease 1 homolog 2|hMMS4|homolog of yeast EME1 endonuclease	DSB	610885.0	Q96AY2	570.0
357	147872	KASH5	CCDC155	KASH domain containing 5	protein KASH5|KASH domain-containing protein 5|coiled-coil domain containing 155	DSB	618125.0	Q8N6L0	562.0
358	149840	SHLD1	C20orf196, RINN3	shieldin complex subunit 1	shieldin complex subunit 1|RINN1-REV7-interacting novel NHEJ regulator 3|shield complex subunit 1|uncharacterized protein C20orf196	DSB	618028.0	Q8IYI0	205.0
359	151636	DTX3L	BBAP, RNF143	deltex E3 ubiquitin ligase 3L	E3 ubiquitin-protein ligase DTX3L|B-lymphoma- and BAL-associated protein|RING-type E3 ubiquitin transferase DTX3L|deltex 3 like, E3 ubiquitin ligase|deltex 3-like|rhysin-2|rhysin2	DSB	613143.0	Q8TDB6	740.0
360	151987	PPP4R2	PP4R2	protein phosphatase 4 regulatory subunit 2	serine/threonine-protein phosphatase 4 regulatory subunit 2	DSB	613822.0	Q9NY27	417.0
361	154288	KHDC3L	C6orf221, ECAT1, HYDM2	KH domain containing 3 like, subcortical maternal complex member	KH domain-containing protein 3|ES cell-associated transcript 1 protein|KHDC3-like protein	DSB	611687.0	Q587J8	217.0
362	157570	ESCO2	2410004I17Rik, EFO2, EFO2p, JHS, RBS, hEFO2	establishment of sister chromatid cohesion N-acetyltransferase 2	N-acetyltransferase ESCO2|ECO1 homolog 2|establishment factor-like protein 2	DSB	609353.0	Q56NI9	601.0
363	157777	MCMDC2	C8orf45	minichromosome maintenance domain containing 2	minichromosome maintenance domain-containing protein 2|MCM domain-containing protein 2|MCM domain-containing protein C8orf45	DSB	617545.0	Q4G0Z9	681.0
364	158880	USP51		ubiquitin specific peptidase 51	ubiquitin carboxyl-terminal hydrolase 51|deubiquitinating enzyme 51|ubiquitin thioesterase 51|ubiquitin thiolesterase 51|ubiquitin-specific-processing protease 51	DSB		Q70EK9	711.0
365	165918	RNF168	RIDL, hRNF168	ring finger protein 168	E3 ubiquitin-protein ligase RNF168|RING-type E3 ubiquitin transferase RNF168|ring finger protein 168, E3 ubiquitin protein ligase	DSB, CLR	612688.0	Q8IYW5	571.0
366	196528	ARID2	BAF200, CSS6, SMARCF3, ZIPZAP, p200	AT-rich interaction domain 2	AT-rich interactive domain-containing protein 2|ARID domain-containing protein 2|AT rich interactive domain 2 (ARID, RFX-like)|BRG1-associated factor 200|zinc finger protein with activation potential|zipzap/p200	DSB	609539.0	Q68CP9	1835.0
367	197342	EME2	SLX2B, gs125	essential meiotic structure-specific endonuclease subunit 2	probable crossover junction endonuclease EME2|SLX2 structure-specific endonuclease subunit homolog B|essential meiotic endonuclease 1 homolog 2|homolog of yeast EME1 endonuclease 2	DSB	610886.0	A4GXA9	379.0
368	197370	NSMCE1	NSE1	NSE1 homolog, SMC5-SMC6 complex component	non-structural maintenance of chromosomes element 1 homolog|non-SMC element 1 homolog	DSB	617263.0	Q8WV22	266.0
369	199720	GGN		gametogenetin	gametogenetin	DSB	609966.0	Q86UU5	652.0
370	199990	FAAP20	C1orf86, FP7162	FA core complex associated protein 20	Fanconi anemia core complex-associated protein 20|FANCA-associated protein of 20 kDa|Fanconi anemia core complex associated protein 20|Fanconi anemia-associated protein of 20 kDa	CLR	615183.0	Q6NZ36	180.0
371	200558	APLF	APFL, C2orf13, PALF, Xip1, ZCCHH1	aprataxin and PNKP like factor	aprataxin and PNK-like factor|PNK and APTX-like FHA domain-containing protein|PNK and APTX-like FHA protein|XRCC1-interacting protein 1|aprataxin- and PNK-like factor|apurinic-apyrimidinic endonuclease APLF|zinc finger, CX5CX6HX5H motif containing 1	DSB	611035.0	Q8IW19	511.0
372	201254	CENPX	CENP-X, D9, FAAP10, MHF2, STRA13	centromere protein X	centromere protein X|FANCM associated histone fold protein 2|FANCM-interacting histone fold protein 2|Fanconi anemia-associated polypeptide of 10 kDa|retinoic acid-inducible gene D9 protein homolog|stimulated by retinoic acid 13 homolog|stimulated by retinoic acid gene 13 protein homolog	CLR	615128.0	A8MT69	81.0
373	246721	POLR2J2	HRPB11B, RPB11b1	RNA polymerase II subunit J2	TCR	NER		Q9GZM3	115.0
374	252969	NEIL2	NEH2, NEI2	nei like DNA glycosylase 2	endonuclease 8-like 2|DNA glycosylase/AP lyase Neil2|DNA-(apurinic or apyrimidinic site) lyase Neil2|nei endonuclease VIII-like 2|nei homolog 2|nei-like protein 2	BER	608933.0	Q969S2	332.0
375	253714	MMS22L	C6orf167, dJ39B17.2	MMS22 like, DNA repair protein	protein MMS22-like	DSB	615614.0	Q6ZRQ5	1243.0
376	254225	RNF169		ring finger protein 169	E3 ubiquitin-protein ligase RNF169|RING-type E3 ubiquitin transferase RNF169	DSB	618650.0	Q8NCN4	708.0
377	254394	MCM9	C6orf61, MCMDC1, ODG4, dJ329L24.1, dJ329L24.3	minichromosome maintenance 9 homologous recombination repair factor	DNA helicase MCM9|DNA replication licensing factor MCM9|mini-chromosome maintenance deficient domain-containing protein 1|minichromosome maintenance complex component 9	DSB, MMR, CLR	610098.0	Q9NXL9	1143.0
378	254528	MEIOB	C16orf73, SPGF22, gs129	meiosis specific with OB-fold	meiosis-specific with OB domain-containing protein|meiosis specific with OB domains	DSB	617670.0	Q8N635	442.0
379	283129	MAJIN	C11orf85	membrane anchored junction protein	membrane-anchored junction protein	DSB	617130.0	Q3KP22	176.0
380	283847	TERB1	CCDC79, SPGF60	telomere repeat binding bouquet formation protein 1	telomere repeats-binding bouquet formation protein 1|coiled-coil domain-containing protein 79	DSB	617332.0	Q8NA31	727.0
381	284071	MEIOC	C17orf104	meiosis specific with coiled-coil domain	meiosis-specific coiled-coil domain-containing protein MEIOC|meiosis-specific with coiled-coil domain protein	DSB	616934.0	A2RUB1	952.0
382	286053	NSMCE2	C8orf36, MMS21, NSE2, ZMIZ7	NSE2 (MMS21) homolog, SMC5-SMC6 complex SUMO ligase	E3 SUMO-protein ligase NSE2|E3 SUMO-protein transferase NSE2|NSMCE2/PVT1 fusion|PVT1/NSMCE2 fusion|methyl methanesulfonate sensitivity gene 21|non-SMC element 2, MMS21 homolog|non-structural maintenance of chromosomes element 2 homolog|zinc finger, MIZ-type containing 7	DSB	617246.0	Q96MF7	247.0
383	286257	PAXX	C9orf142, XLS	PAXX non-homologous end joining factor	protein PAXX|XRCC4-like small protein|paralog of XRCC4 and XLF	DSB	616315.0	Q9BUH6	204.0
384	348654	GEN1	Gen	GEN1 Holliday junction 5' flap endonuclease	flap endonuclease GEN homolog 1|Gen endonuclease homolog 1|Holliday junction resolvase	DSB	612449.0	Q17RS7	908.0
385	353497	POLN	POL4P	DNA polymerase nu	DNA polymerase nu|DNA polymerase N|DNA polymerase POL4P|polymerase (DNA directed) nu|polymerase (DNA) nu	DSB, CLR	610887.0	Q7Z5Q5	900.0
386	375748	ERCC6L2	BMFS2, C9orf102, HEBO, RAD26L, SR278	ERCC excision repair 6 like 2	DNA excision repair protein ERCC-6-like 2|DNA repair and recombination protein RAD26-like|excision repair cross-complementation group 6 like 2|excision repair cross-complementing rodent repair deficiency, complementation group 6-like 2|putative repair and recombination helicase RAD26L|stretch responsive protein 278	CLR	615667.0	Q5T890	1561.0
387	375757	SWI5	C9orf119, SAE3	SWI5 homologous recombination repair protein	DNA repair protein SWI5 homolog|HBV DNAPTP1-transactivated protein A|SWI5 recombination repair homolog|protein SAE3 homolog	DSB	616528.0	Q1ZZU3	235.0
388	378708	CENPS	APITD1, CENP-S, FAAP16, MHF1	centromere protein S	centromere protein S|FANCM associated histone fold protein 1|FANCM-interacting histone fold protein 1|Fanconi anemia-associated polypeptide of 16 kDa|apoptosis-inducing TAF9-like domain-containing protein 1|apoptosis-inducing, TAF9-like domain 1	CLR	609130.0	Q8N2Z9	138.0
389	387893	KMT5A	PR-Set7, PR/SET07, SET07, SET8, SETD8	lysine methyltransferase 5A	N-lysine methyltransferase KMT5A|H4-K20-HMTase KMT5A|H4-K20-HMTase SETD8|H4-K20-specific histone methyltransferase|N-lysine methyltransferase SETD8|PR/SET domain containing protein 8|PR/SET domain-containing protein 07|SET domain containing (lysine methyltransferase) 8|SET domain-containing protein 8|histone-lysine N-methyltransferase KMT5A|histone-lysine N-methyltransferase SETD8|lysine (K)-specific methyltransferase 5A|lysine N-methyltransferase 5A|lysine-specific methylase 5A	DSB	607240.0	Q9NQR1	393.0
390	404672	GTF2H5	C6orf175, TFB5, TFIIH, TGF2H5, TTD, TTD-A, TTD3, TTDA, bA120J8.2	general transcription factor IIH subunit 5	GG, TCR	NER		Q6ZYL4	71.0
391	441161	OOEP	C6orf156, FLOPED, HOEP19, KHDC2	oocyte expressed protein	oocyte-expressed protein homolog|KH homology domain containing 2|KH homology domain-containing protein 2|oocyte and embryo protein 19|oocyte expressed protein homolog (dog)|oocyte- and embryo-specific protein 19	DSB	611689.0	A6NGQ2	149.0
392	493861	EID3	NS4EB, NSE4B, NSMCE4B	EP300 interacting inhibitor of differentiation 3	EP300-interacting inhibitor of differentiation 3|E1A-like inhibitor of differentiation 3|EID-1-like inhibitor of differentiation 3|EID-3|NSE4 homolog B|non-SMC element 4 homolog B|non-structural maintenance of chromosomes element 4 homolog B|testis tissue sperm-binding protein Li 96mP	DSB	612986.0	Q8N140	333.0
393	548593	SLX1A	GIYD1	SLX1 homolog A, structure-specific endonuclease subunit	structure-specific endonuclease subunit SLX1|GIY-YIG domain-containing protein 1|SLX1 structure-specific endonuclease subunit homolog A	DSB	615822.0	Q9BQ83	275.0
394	548644	POLR2J3	RPB11b2	RNA polymerase II subunit J3	TCR	NER		Q9H1A7	115.0
395	642636	RAD21L1	RAD21L, dJ545L17.2	RAD21 cohesin complex component like 1	double-strand-break repair protein rad21-like protein 1|RAD21-like 1	DSB	619533.0	Q9H4I0	556.0
396	112441434	SHLD3	CTC-534A2.2, RINN1	shieldin complex subunit 3	shieldin complex subunit 3|REV7-interacting novel NHEJ regulator 1|shield complex subunit 3	DSB	618030.0	Q6ZNX1	250.0
